Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
Pakistan,Sorghum,1995,45501,1305.5,9273.17,25.93
Pakistan,Sorghum,1996,54842,874.4,11545.26,21.24
Pakistan,Sorghum,1997,52085,1309.1,6330.78,24.79
Pakistan,Sorghum,1998,48837,1208.7,11741.23,25.56
Pakistan,Sorghum,1999,44118,1304.6,11483.11,25.39
Pakistan,Sorghum,2000,62332,1461.0,7899.43,24.04
Pakistan,Sorghum,2001,46650,1344.2,9853.47,23.85
Pakistan,Sorghum,2002,47920,858.7,10381.49,24.41
Pakistan,Sorghum,2003,63574,1508.5,6607.96,23.5
Pakistan,Sorghum,2004,60544,1375.7,10585.14,26.33
Pakistan,Sorghum,2005,56604,1447.0,6752.62,23.85
Pakistan,Sorghum,2006,54712,1128.0,12510.39,24.94
Pakistan,Sorghum,2007,60588,1351.8,12615.63,25.91
Pakistan,Sorghum,2008,47960,1441.2,9913.15,29.19
Pakistan,Sorghum,2009,63664,1625.8,11246.72,24.32
Pakistan,Sorghum,2010,59320,1768.6,11574.65,23.11
Pakistan,Sorghum,2011,44355,1086.3,10852.96,26.14
Pakistan,Sorghum,2012,65275,1257.0,11962.67,21.04
Pakistan,Sorghum,2013,57401,1642.9,11049.81,25.86
Pakistan,Cassava,1995,144026,1222.3,7867.89,24.59
Pakistan,Cassava,1996,156661,1201.0,6814.94,21.58
Pakistan,Cassava,1997,118970,1056.7,9202.74,23.82
Pakistan,Cassava,1998,151469,1496.1,9715.31,23.96
Pakistan,Cassava,1999,125381,1344.5,8596.71,24.6
Pakistan,Cassava,2000,142432,1070.5,8350.21,25.32
Pakistan,Cassava,2001,167996,1265.4,10996.73,26.61
Pakistan,Cassava,2002,142366,1185.7,8939.45,23.84
Pakistan,Cassava,2003,155071,1460.4,11320.05,24.6
Pakistan,Cassava,2004,168421,1484.1,13145.65,24.02
Pakistan,Cassava,2005,127951,1317.3,11365.85,23.9
Pakistan,Cassava,2006,129545,1106.4,9238.84,21.35
Pakistan,Cassava,2007,129076,1628.2,7249.76,24.1
Pakistan,Cassava,2008,158114,1410.1,11598.35,24.62
Pakistan,Cassava,2009,162498,1560.2,7058.97,22.11
Pakistan,Cassava,2010,156822,1351.0,13289.9,26.1
Pakistan,Cassava,2011,122494,1322.3,8233.1,23.7
Pakistan,Cassava,2012,147186,940.1,10786.4,23.85
Pakistan,Cassava,2013,146267,886.4,12627.19,26.06
Pakistan,Sweet potatoes,1995,137856,1349.1,8349.64,26.24
Pakistan,Sweet potatoes,1996,128874,1041.8,11010.44,23.14
Pakistan,Sweet potatoes,1997,151095,1369.6,11615.72,25.67
Pakistan,Sweet potatoes,1998,121903,857.2,9787.14,23.78
Pakistan,Sweet potatoes,1999,127451,1610.3,10658.7,26.13
Pakistan,Sweet potatoes,2000,152157,1209.8,6916.33,22.94
Pakistan,Sweet potatoes,2001,136074,1057.3,6207.36,24.2
Pakistan,Sweet potatoes,2002,119793,962.7,6654.74,26.83
Pakistan,Sweet potatoes,2003,131100,1521.7,10554.0,22.99
Pakistan,Sweet potatoes,2004,136957,1697.6,7381.89,24.15
Pakistan,Sweet potatoes,2005,127622,1286.7,13329.03,24.13
Pakistan,Sweet potatoes,2006,140958,1047.9,6792.53,24.31
Pakistan,Sweet potatoes,2007,110167,896.6,13116.61,24.32
Pakistan,Sweet potatoes,2008,135969,1276.9,13153.96,25.25
Pakistan,Sweet potatoes,2009,133183,962.7,9395.99,22.51
Pakistan,Sweet potatoes,2010,148356,1345.8,10940.59,23.0
Pakistan,Sweet potatoes,2011,116697,1261.3,9366.71,26.85
Pakistan,Sweet potatoes,2012,133817,1036.0,14186.02,23.5
Pakistan,Sweet potatoes,2013,136625,1529.0,8452.29,21.97
Pakistan,Yams,1995,151334,1200.3,8150.42,28.62
Pakistan,Yams,1996,139931,1313.7,9456.41,26.33
Pakistan,Yams,1997,136450,1154.9,5826.51,22.85
Pakistan,Yams,1998,150547,922.1,12489.11,25.27
Pakistan,Yams,1999,114468,1320.0,11943.51,27.72
Pakistan,Yams,2000,123583,1185.9,11527.42,25.34
Pakistan,Yams,2001,138596,1242.1,12969.12,23.01
Pakistan,Yams,2002,123499,1329.6,8803.26,26.56
Pakistan,Yams,2003,140597,1418.2,9002.59,23.73
Pakistan,Yams,2004,170400,1879.0,12512.43,24.46
Pakistan,Yams,2005,144736,1548.1,11917.37,24.35
Pakistan,Yams,2006,118554,1546.0,12947.12,24.56
Pakistan,Yams,2007,139351,1263.7,10359.29,26.49
Pakistan,Yams,2008,153032,1728.0,11981.43,24.5
Pakistan,Yams,2009,152457,1211.3,9525.69,23.69
Pakistan,Yams,2010,112271,1108.7,13882.55,23.79
Pakistan,Yams,2011,143740,1191.6,7328.58,26.26
Pakistan,Yams,2012,148357,1426.8,8358.14,26.03
Pakistan,Yams,2013,152636,1470.8,12888.61,26.78
Pakistan,Plantains and others,1995,144857,1076.7,8757.92,25.23
Pakistan,Plantains and others,1996,164195,888.6,5894.39,22.28
Pakistan,Plantains and others,1997,148896,1277.0,12253.48,24.67
Pakistan,Plantains and others,1998,146134,1264.1,7787.12,25.86
Pakistan,Plantains and others,1999,151198,1581.6,10790.89,24.89
Pakistan,Plantains and others,2000,159585,1230.0,7996.87,23.75
Pakistan,Plantains and others,2001,174823,1461.5,12602.85,23.88
Pakistan,Plantains and others,2002,154773,1212.2,9518.73,25.9
Pakistan,Plantains and others,2003,166473,1294.8,10537.83,24.92
Pakistan,Plantains and others,2004,171462,1093.4,12675.77,25.42
Pakistan,Plantains and others,2005,159410,1766.7,10928.49,22.82
Pakistan,Plantains and others,2006,188337,1046.3,11679.48,26.14
Pakistan,Plantains and others,2007,149351,1345.5,10428.2,27.08
Pakistan,Plantains and others,2008,156462,1134.9,10382.09,26.31
Pakistan,Plantains and others,2009,195948,1375.2,7371.76,23.37
Pakistan,Plantains and others,2010,186006,1167.7,9061.56,24.91
Pakistan,Plantains and others,2011,159730,1120.6,7948.31,26.69
Pakistan,Plantains and others,2012,198948,1473.8,9564.65,24.11
Pakistan,Plantains and others,2013,164806,1282.4,13906.38,26.4
Brazil,Maize,1995,120650,1753.8,68403.3,9.57
Brazil,Maize,1996,137302,2506.7,85013.55,11.76
Brazil,Maize,1997,100759,2317.9,52087.56,10.1
Brazil,Maize,1998,113926,2437.8,39846.58,11.71
Brazil,Maize,1999,117235,2306.5,58990.08,10.75
Brazil,Maize,2000,94756,2189.2,55997.6,7.83
Brazil,Maize,2001,137653,2214.6,78496.36,12.11
Brazil,Maize,2002,132283,2455.2,61306.76,7.96
Brazil,Maize,2003,108709,2469.9,68128.53,8.07
Brazil,Maize,2004,110014,2409.2,74721.5,8.34
Brazil,Maize,2005,107576,2068.7,73585.42,12.41
Brazil,Maize,2006,99521,2262.1,56617.31,10.75
Brazil,Maize,2007,128532,2347.4,51780.71,8.18
Brazil,Maize,2008,111282,2292.1,63045.0,8.19
Brazil,Maize,2009,121783,2877.1,39273.73,11.04
Brazil,Maize,2010,112609,2355.3,72421.08,10.66
Brazil,Maize,2011,143020,2511.7,64811.52,10.93
Brazil,Maize,2012,109572,2506.4,45089.5,10.73
Brazil,Maize,2013,116390,2384.8,56483.22,12.26
Brazil,Potatoes,1995,198633,2326.6,79007.23,9.87
Brazil,Potatoes,1996,236597,2332.5,75828.31,10.18
Brazil,Potatoes,1997,198508,1946.2,40592.75,8.46
Brazil,Potatoes,1998,227000,2279.6,74439.17,7.16
Brazil,Potatoes,1999,204691,2311.0,85211.33,10.15
Brazil,Potatoes,2000,195136,2033.1,47390.74,8.8
Brazil,Potatoes,2001,214273,2596.3,66431.45,10.68
Brazil,Potatoes,2002,258245,2428.0,57145.51,11.61
Brazil,Potatoes,2003,212764,2144.0,83451.18,7.77
Brazil,Potatoes,2004,204234,2543.6,73194.05,9.66
Brazil,Potatoes,2005,278748,2146.6,44945.43,13.13
Brazil,Potatoes,2006,244942,1980.7,63187.85,10.08
Brazil,Potatoes,2007,233467,2296.6,78463.7,9.21
Brazil,Potatoes,2008,201983,1855.8,40834.54,12.24
Brazil,Potatoes,2009,252425,2033.1,41255.28,9.36
Brazil,Potatoes,2010,216071,2255.9,86425.39,10.73
Brazil,Potatoes,2011,239190,2002.8,60641.16,10.53
Brazil,Potatoes,2012,212618,2400.1,87682.05,8.73
Brazil,Potatoes,2013,212382,2456.1,76727.23,9.82
Brazil,"Rice, paddy",1995,108836,2687.3,49338.82,9.48
Brazil,"Rice, paddy",1996,110946,2083.9,65177.79,10.54
Brazil,"Rice, paddy",1997,93889,2229.5,37789.93,9.78
Brazil,"Rice, paddy",1998,112331,2027.3,53375.94,10.75
Brazil,"Rice, paddy",1999,83993,2203.0,58790.85,10.21
Brazil,"Rice, paddy",2000,95812,2772.3,43565.17,9.39
Brazil,"Rice, paddy",2001,87859,2478.1,86959.51,9.5
Brazil,"Rice, paddy",2002,112482,2175.5,57357.86,11.9
Brazil,"Rice, paddy",2003,92546,1911.7,77023.16,11.4
Brazil,"Rice, paddy",2004,91286,1892.9,70666.59,11.21
Brazil,"Rice, paddy",2005,82410,2333.5,49228.47,8.26
Brazil,"Rice, paddy",2006,107838,2244.8,85442.39,10.88
Brazil,"Rice, paddy",2007,112080,2773.2,64104.07,7.28
Brazil,"Rice, paddy",2008,115108,2144.6,82893.99,7.66
Brazil,"Rice, paddy",2009,104232,2304.8,77387.79,11.26
Brazil,"Rice, paddy",2010,88520,2031.1,68146.25,9.77
Brazil,"Rice, paddy",2011,86138,2549.5,49266.92,9.11
Brazil,"Rice, paddy",2012,110926,1785.4,79257.28,10.1
Brazil,"Rice, paddy",2013,109373,2634.2,77410.55,8.07
Brazil,Wheat,1995,60481,1899.1,58139.0,10.3
Brazil,Wheat,1996,70840,2370.8,37223.37,9.01
Brazil,Wheat,1997,68042,2149.7,85481.36,9.84
Brazil,Wheat,1998,58141,2063.2,48861.6,8.05
Brazil,Wheat,1999,84242,2455.8,74284.7,7.95
Brazil,Wheat,2000,76380,1930.7,53795.27,8.7
Brazil,Wheat,2001,85542,2212.2,56173.39,10.53
Brazil,Wheat,2002,81260,2186.9,67161.88,12.06
Brazil,Wheat,2003,65664,2341.1,73153.18,8.49
Brazil,Wheat,2004,66450,2418.4,85289.58,12.03
Brazil,Wheat,2005,78681,2473.5,52973.73,7.38
Brazil,Wheat,2006,75369,2249.9,63843.38,10.19
Brazil,Wheat,2007,82354,2471.8,79479.86,9.49
Brazil,Wheat,2008,84662,2271.8,84224.76,12.66
Brazil,Wheat,2009,84696,2492.9,52341.23,10.46
Brazil,Wheat,2010,84743,2227.5,55505.58,8.03
Brazil,Wheat,2011,79806,2451.1,74990.58,11.03
Brazil,Wheat,2012,66901,2357.1,57967.16,10.86
Brazil,Wheat,2013,64257,2515.4,58276.99,11.14
Brazil,Soybeans,1995,52094,1956.4,71973.04,9.21
Brazil,Soybeans,1996,47828,2404.5,39778.87,9.87
Brazil,Soybeans,1997,53846,2452.1,46210.64,10.46
Brazil,Soybeans,1998,52671,1828.6,43978.79,11.54
Brazil,Soybeans,1999,52676,2201.0,51931.46,8.41
Brazil,Soybeans,2000,51571,2543.5,50093.54,10.77
Brazil,Soybeans,2001,41642,2581.0,82647.28,10.2
Brazil,Soybeans,2002,44499,2237.1,65095.05,10.02
Brazil,Soybeans,2003,43436,2095.9,68798.38,7.62
Brazil,Soybeans,2004,53367,2187.9,41564.26,12.24
Brazil,Soybeans,2005,43642,2212.5,72211.98,7.05
Brazil,Soybeans,2006,51020,2300.1,85145.04,8.91
Brazil,Soybeans,2007,48848,2584.2,48387.02,12.1
Brazil,Soybeans,2008,43991,2251.4,52408.28,10.2
Brazil,Soybeans,2009,48136,2422.0,42122.17,9.71
Brazil,Soybeans,2010,51267,2299.7,75406.26,8.31
Brazil,Soybeans,2011,41750,1948.2,58692.84,8.3
Brazil,Soybeans,2012,42894,2340.0,52427.27,7.47
Brazil,Soybeans,2013,41537,2408.0,69124.97,9.9
Brazil,Sorghum,1995,60687,2170.1,66737.77,9.35
Brazil,Sorghum,1996,66781,2008.5,37970.33,11.11
Brazil,Sorghum,1997,61152,2476.9,72300.05,7.95
Brazil,Sorghum,1998,64192,2055.4,67029.68,8.32
Brazil,Sorghum,1999,61108,2427.7,47607.11,10.33
Brazil,Sorghum,2000,50709,2540.8,57894.22,11.66
Brazil,Sorghum,2001,67269,1977.5,60097.05,10.61
Brazil,Sorghum,2002,62733,2565.7,47269.97,9.25
Brazil,Sorghum,2003,62943,2317.2,42645.02,9.51
Brazil,Sorghum,2004,57951,2297.4,50981.36,11.11
Brazil,Sorghum,2005,57389,2715.3,69849.49,12.0
Brazil,Sorghum,2006,66029,2223.7,48280.78,10.21
Brazil,Sorghum,2007,51663,2165.9,51939.69,8.68
Brazil,Sorghum,2008,61006,2327.6,74911.41,8.64
Brazil,Sorghum,2009,67262,2218.7,85853.42,10.17
Brazil,Sorghum,2010,62480,2460.3,85044.35,10.54
Brazil,Sorghum,2011,63831,2460.5,75773.44,7.81
Brazil,Sorghum,2012,66944,2190.4,57501.9,9.85
Brazil,Sorghum,2013,60009,2598.4,52563.09,13.57
Brazil,Cassava,1995,163136,2357.2,76055.14,10.94
Brazil,Cassava,1996,155888,1999.9,72122.22,10.89
Brazil,Cassava,1997,140787,2736.7,83660.97,8.56
Brazil,Cassava,1998,133706,2181.5,59423.67,11.16
Brazil,Cassava,1999,150759,2311.9,40361.85,6.71
Brazil,Cassava,2000,151026,2201.9,70114.5,12.1
Brazil,Cassava,2001,138477,2253.0,41310.06,9.34
Brazil,Cassava,2002,177874,2492.2,78217.92,10.33
Brazil,Cassava,2003,142501,2249.5,53389.06,8.81
Brazil,Cassava,2004,164597,2975.2,55838.09,11.78
Brazil,Cassava,2005,187548,2436.4,53529.58,10.66
Brazil,Cassava,2006,161305,2306.8,55956.34,10.31
Brazil,Cassava,2007,158163,2287.8,65918.29,8.42
Brazil,Cassava,2008,182392,2423.2,72151.32,9.28
Brazil,Cassava,2009,170999,2438.8,60510.72,10.76
Brazil,Cassava,2010,168568,2454.6,47770.53,8.3
Brazil,Cassava,2011,128874,2262.5,47199.49,9.31
Brazil,Cassava,2012,147571,2573.0,64616.75,11.26
Brazil,Cassava,2013,137363,2206.3,44474.28,7.77
Brazil,Sweet potatoes,1995,126891,2824.2,49240.47,10.48
Brazil,Sweet potatoes,1996,159967,1991.3,48084.22,8.88
Brazil,Sweet potatoes,1997,149530,2523.1,57911.35,13.13
Brazil,Sweet potatoes,1998,134337,2714.0,72198.24,10.41
Brazil,Sweet potatoes,1999,146040,1726.5,80648.11,9.79
Brazil,Sweet potatoes,2000,123098,2087.3,67663.94,9.92
Brazil,Sweet potatoes,2001,127129,2117.4,72059.95,9.13
Brazil,Sweet potatoes,2002,145069,2507.2,48050.41,9.41
Brazil,Sweet potatoes,2003,123084,2256.4,77280.85,9.71
Brazil,Sweet potatoes,2004,159580,2902.9,69271.3,8.01
Brazil,Sweet potatoes,2005,171256,2392.1,79665.87,12.6
Brazil,Sweet potatoes,2006,163244,2322.7,54927.52,11.74
Brazil,Sweet potatoes,2007,162658,2048.1,80838.7,9.46
Brazil,Sweet potatoes,2008,157657,2166.4,57848.71,9.68
Brazil,Sweet potatoes,2009,162094,2336.9,42096.01,9.88
Brazil,Sweet potatoes,2010,120971,2537.0,86793.39,6.19
Brazil,Sweet potatoes,2011,159341,2220.9,57597.39,10.12
Brazil,Sweet potatoes,2012,132895,1945.5,50031.79,10.78
Brazil,Sweet potatoes,2013,140622,2225.0,57545.78,9.49
Brazil,Yams,1995,129946,2487.7,72165.71,11.83
Brazil,Yams,1996,121523,2437.7,61165.94,7.97
Brazil,Yams,1997,130045,2430.1,64473.31,10.86
Brazil,Yams,1998,172168,2403.0,76146.67,12.12
Brazil,Yams,1999,161862,2324.8,44524.71,12.04
Brazil,Yams,2000,137331,2619.1,46106.88,10.9
Brazil,Yams,2001,169574,2379.6,82753.22,10.53
Brazil,Yams,2002,165889,2692.4,81928.31,11.5
Brazil,Yams,2003,159943,2095.2,61507.87,10.42
Brazil,Yams,2004,131197,2139.9,53707.93,8.74
Brazil,Yams,2005,147665,2248.8,83213.93,7.54
Brazil,Yams,2006,163652,2134.7,79079.1,12.22
Brazil,Yams,2007,139644,2193.6,72794.07,11.15
Brazil,Yams,2008,139188,2380.2,54716.52,10.67
Brazil,Yams,2009,152580,2477.8,49602.74,8.27
Brazil,Yams,2010,166228,2537.0,79218.19,7.81
Brazil,Yams,2011,158658,2201.1,43395.23,10.72
Brazil,Yams,2012,126873,2136.5,40683.75,6.65
Brazil,Yams,2013,152629,2439.3,41191.12,7.28
Brazil,Plantains and others,1995,184545,2439.8,81038.35,9.3
Brazil,Plantains and others,1996,198428,2368.1,49541.36,10.29
Brazil,Plantains and others,1997,237091,2464.9,79789.55,10.77
Brazil,Plantains and others,1998,174949,2078.7,38572.21,9.4
Brazil,Plantains and others,1999,209545,2379.8,53056.05,12.08
Brazil,Plantains and others,2000,169371,2447.2,75414.21,11.91
Brazil,Plantains and others,2001,208534,2399.5,65694.19,11.53
Brazil,Plantains and others,2002,234269,2373.2,66682.64,11.46
Brazil,Plantains and others,2003,192127,2245.0,73058.01,12.29
Brazil,Plantains and others,2004,222438,2436.3,84100.33,7.55
Brazil,Plantains and others,2005,216430,2411.2,48772.51,6.43
Brazil,Plantains and others,2006,168109,2472.0,67766.57,11.2
Brazil,Plantains and others,2007,190981,2768.3,72060.55,8.98
Brazil,Plantains and others,2008,213476,2774.1,73150.38,9.79
Brazil,Plantains and others,2009,196840,2183.0,70243.02,9.01
Brazil,Plantains and others,2010,203414,2474.2,61420.33,8.38
Brazil,Plantains and others,2011,209256,2280.6,39969.9,10.33
Brazil,Plantains and others,2012,228856,2700.3,80606.65,11.15
Brazil,Plantains and others,2013,189546,2371.9,63428.87,10.68
Mexico,Maize,1995,102135,662.3,26798.35,20.68
Mexico,Maize,1996,122137,455.4,27197.87,19.21
Mexico,Maize,1997,121567,710.1,19422.79,20.73
Mexico,Maize,1998,100249,604.4,30043.77,19.79
Mexico,Maize,1999,123237,708.6,24727.3,19.57
Mexico,Maize,2000,126484,608.9,16904.77,18.68
Mexico,Maize,2001,93738,728.5,34405.83,19.95
Mexico,Maize,2002,96939,510.5,20014.04,19.17
Mexico,Maize,2003,92209,280.5,17942.52,19.08
Mexico,Maize,2004,99278,290.6,31978.47,18.71
Mexico,Maize,2005,96519,445.8,18755.29,18.23
Mexico,Maize,2006,99178,974.3,17535.93,17.63
Mexico,Maize,2007,121698,593.6,23245.34,19.98
Mexico,Maize,2008,116766,259.1,27770.99,19.21
Mexico,Maize,2009,95165,737.1,26735.52,17.75
Mexico,Maize,2010,88814,375.3,26502.8,20.7
Mexico,Maize,2011,89115,278.2,33299.18,18.82
Mexico,Maize,2012,106418,436.2,31475.91,15.74
Mexico,Maize,2013,104356,949.6,34333.88,20.54
Mexico,Potatoes,1995,256561,898.3,34713.3,19.67
Mexico,Potatoes,1996,230627,372.5,24853.9,18.65
Mexico,Potatoes,1997,192062,40.0,31935.47,17.1
Mexico,Potatoes,1998,208095,581.0,21877.73,21.14
Mexico,Potatoes,1999,247743,536.9,19367.19,20.0
Mexico,Potatoes,2000,216078,706.7,27128.42,17.44
Mexico,Potatoes,2001,200093,381.7,26716.54,20.51
Mexico,Potatoes,2002,188559,460.8,27200.05,20.1
Mexico,Potatoes,2003,237165,461.2,19576.15,18.31
Mexico,Potatoes,2004,228908,748.8,35403.66,19.15
Mexico,Potatoes,2005,206048,592.1,32087.27,17.86
Mexico,Potatoes,2006,243000,698.6,33152.98,18.1
Mexico,Potatoes,2007,196539,791.5,20807.84,17.89
Mexico,Potatoes,2008,175686,601.7,21780.84,20.31
Mexico,Potatoes,2009,239368,750.2,29166.62,20.05
Mexico,Potatoes,2010,183962,657.9,23776.45,17.56
Mexico,Potatoes,2011,205205,875.5,17686.79,19.41
Mexico,Potatoes,2012,214684,552.7,35136.5,18.28
Mexico,Potatoes,2013,226010,1051.1,20210.47,19.12
Mexico,"Rice, paddy",1995,106819,1055.7,34915.0,17.21
Mexico,"Rice, paddy",1996,80055,890.8,18494.09,18.87
Mexico,"Rice, paddy",1997,95659,505.2,25396.74,17.68
Mexico,"Rice, paddy",1998,77581,645.7,25331.04,20.87
Mexico,"Rice, paddy",1999,105811,657.5,24191.85,18.63
Mexico,"Rice, paddy",2000,98000,307.4,16557.48,18.97
Mexico,"Rice, paddy",2001,82816,707.9,21296.11,18.02
Mexico,"Rice, paddy",2002,105635,925.7,23632.16,18.67
Mexico,"Rice, paddy",2003,100904,732.6,20655.7,18.74
Mexico,"Rice, paddy",2004,80674,828.5,23776.94,19.63
Mexico,"Rice, paddy",2005,91613,1006.5,20845.66,19.67
Mexico,"Rice, paddy",2006,98651,784.3,21585.72,19.77
Mexico,"Rice, paddy",2007,105171,419.2,33332.62,21.29
Mexico,"Rice, paddy",2008,86588,754.0,22064.57,20.31
Mexico,"Rice, paddy",2009,111813,903.1,29074.04,21.11
Mexico,"Rice, paddy",2010,88592,449.6,18342.7,17.41
Mexico,"Rice, paddy",2011,106801,512.6,33542.46,17.45
Mexico,"Rice, paddy",2012,78706,594.0,35539.54,17.6
Mexico,"Rice, paddy",2013,90974,460.1,36446.74,19.93
Mexico,Wheat,1995,70509,266.3,24366.06,19.47
Mexico,Wheat,1996,79692,814.5,26620.02,20.76
Mexico,Wheat,1997,56525,761.6,16317.04,20.57
Mexico,Wheat,1998,67057,780.9,23533.4,17.66
Mexico,Wheat,1999,62788,585.6,29238.39,20.4
Mexico,Wheat,2000,66824,538.6,22394.61,18.66
Mexico,Wheat,2001,67095,703.5,21433.72,22.19
Mexico,Wheat,2002,60841,828.7,24465.35,16.85
Mexico,Wheat,2003,65714,688.1,33936.33,17.84
Mexico,Wheat,2004,77781,852.5,34637.9,21.45
Mexico,Wheat,2005,69367,1089.1,34095.97,20.75
Mexico,Wheat,2006,71124,775.7,18371.9,20.26
Mexico,Wheat,2007,61711,450.9,35976.03,19.3
Mexico,Wheat,2008,58294,713.8,31272.52,18.37
Mexico,Wheat,2009,59208,778.2,18708.16,22.78
Mexico,Wheat,2010,74479,305.3,35492.82,20.38
Mexico,Wheat,2011,57775,678.6,23822.6,20.17
Mexico,Wheat,2012,63443,725.6,26146.0,18.97
Mexico,Wheat,2013,63523,389.5,28654.84,20.5
Mexico,Soybeans,1995,42166,723.6,24493.58,20.15
Mexico,Soybeans,1996,40831,886.9,21636.66,18.62
Mexico,Soybeans,1997,49668,622.0,24829.01,18.09
Mexico,Soybeans,1998,48724,518.8,31460.28,17.37
Mexico,Soybeans,1999,48835,470.8,21499.87,15.87
Mexico,Soybeans,2000,42543,723.0,16219.11,22.58
Mexico,Soybeans,2001,51271,400.7,28786.97,18.95
Mexico,Soybeans,2002,44271,1036.2,17173.38,20.25
Mexico,Soybeans,2003,47643,719.7,34656.14,18.0
Mexico,Soybeans,2004,42943,617.4,27036.65,18.44
Mexico,Soybeans,2005,42828,757.8,28377.34,20.14
Mexico,Soybeans,2006,43040,570.7,23369.86,18.99
Mexico,Soybeans,2007,42807,931.7,17806.46,21.51
Mexico,Soybeans,2008,37480,598.1,33037.38,18.89
Mexico,Soybeans,2009,45062,421.1,34195.68,18.98
Mexico,Soybeans,2010,51470,692.2,31365.24,16.93
Mexico,Soybeans,2011,52684,770.8,35532.76,19.04
Mexico,Soybeans,2012,49024,998.6,25054.01,21.74
Mexico,Soybeans,2013,50447,1138.8,25677.86,20.01
Mexico,Sorghum,1995,54860,563.4,31589.69,19.89
Mexico,Sorghum,1996,60720,582.0,22651.66,21.32
Mexico,Sorghum,1997,55640,781.1,24866.69,18.69
Mexico,Sorghum,1998,44943,789.1,21817.42,16.63
Mexico,Sorghum,1999,59547,976.7,22348.42,18.34
Mexico,Sorghum,2000,65979,945.3,20874.35,18.69
Mexico,Sorghum,2001,58797,669.2,28848.76,18.91
Mexico,Sorghum,2002,50501,754.6,20251.18,17.61
Mexico,Sorghum,2003,44347,166.5,19124.89,21.47
Mexico,Sorghum,2004,48469,994.2,33967.56,18.69
Mexico,Sorghum,2005,56547,484.2,16498.48,19.09
Mexico,Sorghum,2006,43686,423.9,20953.43,20.0
Mexico,Sorghum,2007,63102,594.9,33737.74,18.64
Mexico,Sorghum,2008,55152,550.4,17313.47,19.28
Mexico,Sorghum,2009,44938,606.1,28287.01,19.32
Mexico,Sorghum,2010,54199,540.2,17570.76,21.06
Mexico,Sorghum,2011,50928,768.8,27747.64,19.33
Mexico,Sorghum,2012,50650,472.8,35052.86,20.95
Mexico,Sorghum,2013,60463,562.4,25631.23,19.56
Mexico,Cassava,1995,160308,499.1,19479.09,20.5
Mexico,Cassava,1996,121233,196.3,32463.22,18.48
Mexico,Cassava,1997,148634,786.1,16231.0,18.21
Mexico,Cassava,1998,143108,216.0,23201.62,18.37
Mexico,Cassava,1999,162470,700.5,31520.94,17.55
Mexico,Cassava,2000,140683,611.2,20919.17,19.18
Mexico,Cassava,2001,126932,1026.6,16818.49,18.07
Mexico,Cassava,2002,160273,1002.0,19667.64,18.08
Mexico,Cassava,2003,141393,776.2,33802.16,18.93
Mexico,Cassava,2004,153361,561.9,20847.51,17.17
Mexico,Cassava,2005,143392,782.7,32618.48,21.01
Mexico,Cassava,2006,159373,779.1,23481.15,18.34
Mexico,Cassava,2007,131376,594.2,36215.78,19.12
Mexico,Cassava,2008,167932,814.2,28058.34,21.24
Mexico,Cassava,2009,140581,623.4,29008.19,16.53
Mexico,Cassava,2010,160977,285.1,28027.43,18.2
Mexico,Cassava,2011,166524,897.2,27986.95,20.32
Mexico,Cassava,2012,170664,843.0,22056.86,18.29
Mexico,Cassava,2013,151110,601.4,30627.58,20.88
Mexico,Sweet potatoes,1995,132715,986.2,26449.49,20.92
Mexico,Sweet potatoes,1996,144586,835.0,19602.95,18.23
Mexico,Sweet potatoes,1997,120596,773.2,30116.4,17.35
Mexico,Sweet potatoes,1998,146447,877.1,16225.33,19.97
Mexico,Sweet potatoes,1999,122106,582.1,33984.11,16.07
Mexico,Sweet potatoes,2000,120557,579.4,17195.77,19.42
